gene,ps,mrca_name
TBC1D5,2,Eukaryota: 2.1 BYA
VPS45,2,Eukaryota: 2.1 BYA
AFDN,2,Eukaryota: 2.1 BYA
BRD8,2,Eukaryota: 2.1 BYA
CACTIN,2,Eukaryota: 2.1 BYA
MYO15B,2,Eukaryota: 2.1 BYA
NLRP1,2,Eukaryota: 2.1 BYA
PGAP6,2,Eukaryota: 2.1 BYA
TBC1D8B,2,Eukaryota: 2.1 BYA
UBE3A,2,Eukaryota: 2.1 BYA
AMPD2,2,Eukaryota: 2.1 BYA
RABGEF1,2,Eukaryota: 2.1 BYA
SEC23B,2,Eukaryota: 2.1 BYA
IPCEF1,2,Eukaryota: 2.1 BYA
PIEZO1,2,Eukaryota: 2.1 BYA
RNASET2,2,Eukaryota: 2.1 BYA
USP9X,2,Eukaryota: 2.1 BYA
CCNYL1,2,Eukaryota: 2.1 BYA
CUL2,2,Eukaryota: 2.1 BYA
KIF2A,2,Eukaryota: 2.1 BYA
NA,2,Eukaryota: 2.1 BYA
DAP3,2,Eukaryota: 2.1 BYA
SRM,2,Eukaryota: 2.1 BYA
QARS1,2,Eukaryota: 2.1 BYA
AP2M1,2,Eukaryota: 2.1 BYA
ASH2L,2,Eukaryota: 2.1 BYA
FAM135A,2,Eukaryota: 2.1 BYA
OSBPL8,2,Eukaryota: 2.1 BYA
ADIPOR1,2,Eukaryota: 2.1 BYA
SALL3,2,Eukaryota: 2.1 BYA
CDC34,2,Eukaryota: 2.1 BYA
DOC2A,2,Eukaryota: 2.1 BYA
HCFC2,2,Eukaryota: 2.1 BYA
HOXA4,2,Eukaryota: 2.1 BYA
SEC23A,2,Eukaryota: 2.1 BYA
CIAO3,2,Eukaryota: 2.1 BYA
MMS19,2,Eukaryota: 2.1 BYA
QKI,2,Eukaryota: 2.1 BYA
MRPL28,2,Eukaryota: 2.1 BYA
SMARCA2,2,Eukaryota: 2.1 BYA
TMEM131L,2,Eukaryota: 2.1 BYA
CNIH4,2,Eukaryota: 2.1 BYA
REEP1,2,Eukaryota: 2.1 BYA
SHKBP1,2,Eukaryota: 2.1 BYA
ZNF407,2,Eukaryota: 2.1 BYA
AKT2,2,Eukaryota: 2.1 BYA
ARID3B,2,Eukaryota: 2.1 BYA
CFL1,2,Eukaryota: 2.1 BYA
POLA2,2,Eukaryota: 2.1 BYA
ENTPD4,2,Eukaryota: 2.1 BYA
EYA4,2,Eukaryota: 2.1 BYA
LIMA1,2,Eukaryota: 2.1 BYA
MTCH2,2,Eukaryota: 2.1 BYA
TMEM63B,2,Eukaryota: 2.1 BYA
KPNA1,2,Eukaryota: 2.1 BYA
PHF8,2,Eukaryota: 2.1 BYA
GRAMD1C,2,Eukaryota: 2.1 BYA
MED25,2,Eukaryota: 2.1 BYA
MYO5A,2,Eukaryota: 2.1 BYA
TUBB6,2,Eukaryota: 2.1 BYA
TNPO1,2,Eukaryota: 2.1 BYA
TRAPPC1,2,Eukaryota: 2.1 BYA
TOM1,2,Eukaryota: 2.1 BYA
BRD8,2,Eukaryota: 2.1 BYA
CAMK2D,2,Eukaryota: 2.1 BYA
NAP1L1,2,Eukaryota: 2.1 BYA
PRDM10,2,Eukaryota: 2.1 BYA
TAF1,2,Eukaryota: 2.1 BYA
BRDT,2,Eukaryota: 2.1 BYA
CYTH2,2,Eukaryota: 2.1 BYA
NCOR2,2,Eukaryota: 2.1 BYA
TMEM184A,2,Eukaryota: 2.1 BYA
USP54,2,Eukaryota: 2.1 BYA
XAF1,2,Eukaryota: 2.1 BYA
ZSCAN12,2,Eukaryota: 2.1 BYA
NA,2,Eukaryota: 2.1 BYA
YWHAZ,2,Eukaryota: 2.1 BYA
MPDU1,2,Eukaryota: 2.1 BYA
ZDHHC16,2,Eukaryota: 2.1 BYA
DCTN1,2,Eukaryota: 2.1 BYA
G3BP1,2,Eukaryota: 2.1 BYA
KCTD17,2,Eukaryota: 2.1 BYA
MAD2L2,2,Eukaryota: 2.1 BYA
NCOR1,2,Eukaryota: 2.1 BYA
PSEN1,2,Eukaryota: 2.1 BYA
SNX2,2,Eukaryota: 2.1 BYA
EFR3A,2,Eukaryota: 2.1 BYA
LRBA,2,Eukaryota: 2.1 BYA
TRAPPC8,2,Eukaryota: 2.1 BYA
ANP32E,2,Eukaryota: 2.1 BYA
ESF1,2,Eukaryota: 2.1 BYA
NCOR2,2,Eukaryota: 2.1 BYA
MND1,2,Eukaryota: 2.1 BYA
SPPL2B,2,Eukaryota: 2.1 BYA
TVP23A,2,Eukaryota: 2.1 BYA
MRPL43,2,Eukaryota: 2.1 BYA
TOM1,2,Eukaryota: 2.1 BYA
DPAGT1,2,Eukaryota: 2.1 BYA
RNF150,2,Eukaryota: 2.1 BYA
DMAP1,2,Eukaryota: 2.1 BYA
PSMD11,2,Eukaryota: 2.1 BYA
PTCH1,2,Eukaryota: 2.1 BYA
TBCD,2,Eukaryota: 2.1 BYA
GSK3A,2,Eukaryota: 2.1 BYA
KIF5A,2,Eukaryota: 2.1 BYA
KLHL24,2,Eukaryota: 2.1 BYA
MORF4L1,2,Eukaryota: 2.1 BYA
PRDM12,2,Eukaryota: 2.1 BYA
VPS26B,2,Eukaryota: 2.1 BYA
BAHCC1,2,Eukaryota: 2.1 BYA
MEX3D,2,Eukaryota: 2.1 BYA
NUTF2,2,Eukaryota: 2.1 BYA
GNAO1,2,Eukaryota: 2.1 BYA
MUS81,2,Eukaryota: 2.1 BYA
PTDSS2,2,Eukaryota: 2.1 BYA
NAPA,2,Eukaryota: 2.1 BYA
AP4M1,2,Eukaryota: 2.1 BYA
GOSR2,2,Eukaryota: 2.1 BYA
MCTP1,2,Eukaryota: 2.1 BYA
PAX6,2,Eukaryota: 2.1 BYA
PAX6,2,Eukaryota: 2.1 BYA
RNASEH2B,2,Eukaryota: 2.1 BYA
GSK3B,2,Eukaryota: 2.1 BYA
MYH14,2,Eukaryota: 2.1 BYA
OPA1,2,Eukaryota: 2.1 BYA
WDR45,2,Eukaryota: 2.1 BYA
ATP8B4,2,Eukaryota: 2.1 BYA
NUP98,2,Eukaryota: 2.1 BYA
PARN,2,Eukaryota: 2.1 BYA
POLR3E,2,Eukaryota: 2.1 BYA
SMARCE1,2,Eukaryota: 2.1 BYA
WDR6,2,Eukaryota: 2.1 BYA
NAP1L3,2,Eukaryota: 2.1 BYA
PIGT,2,Eukaryota: 2.1 BYA
ZDHHC1,2,Eukaryota: 2.1 BYA
SENP3-EIF4A1,2,Eukaryota: 2.1 BYA
CFAP298-TCP10L,2,Eukaryota: 2.1 BYA
FIG4,2,Eukaryota: 2.1 BYA
HECW2,2,Eukaryota: 2.1 BYA
PIP5K1C,2,Eukaryota: 2.1 BYA
PSD2,2,Eukaryota: 2.1 BYA
DARS1,2,Eukaryota: 2.1 BYA
SLC35D2,2,Eukaryota: 2.1 BYA
AP2B1,2,Eukaryota: 2.1 BYA
BCL6B,2,Eukaryota: 2.1 BYA
POLR2J3,2,Eukaryota: 2.1 BYA
TUBB6,2,Eukaryota: 2.1 BYA
TMEM241,2,Eukaryota: 2.1 BYA
ACTN2,2,Eukaryota: 2.1 BYA
GPS1,2,Eukaryota: 2.1 BYA
ERCC3,2,Eukaryota: 2.1 BYA
TNS1,2,Eukaryota: 2.1 BYA
PPIP5K1,2,Eukaryota: 2.1 BYA
ARFGAP2,2,Eukaryota: 2.1 BYA
ALG13,2,Eukaryota: 2.1 BYA
LDAH,2,Eukaryota: 2.1 BYA
RBMX2,2,Eukaryota: 2.1 BYA
RNF167,2,Eukaryota: 2.1 BYA
SNAP91,2,Eukaryota: 2.1 BYA
KCTD10,2,Eukaryota: 2.1 BYA
BCL6,2,Eukaryota: 2.1 BYA
GPS1,2,Eukaryota: 2.1 BYA
SLC4A1AP,2,Eukaryota: 2.1 BYA
UMOD,2,Eukaryota: 2.1 BYA
AP4M1,2,Eukaryota: 2.1 BYA
DCUN1D2,2,Eukaryota: 2.1 BYA
FDPS,2,Eukaryota: 2.1 BYA
PSME3IP1,2,Eukaryota: 2.1 BYA
RERGL,2,Eukaryota: 2.1 BYA
DOCK10,2,Eukaryota: 2.1 BYA
DNM1L,2,Eukaryota: 2.1 BYA
KLHL24,2,Eukaryota: 2.1 BYA
SGSM3,2,Eukaryota: 2.1 BYA
SYNJ2,2,Eukaryota: 2.1 BYA
ATP6V1H,2,Eukaryota: 2.1 BYA
RNF144A,2,Eukaryota: 2.1 BYA
PSMA3,2,Eukaryota: 2.1 BYA
SLC38A6,2,Eukaryota: 2.1 BYA
XRN1,2,Eukaryota: 2.1 BYA
NA,2,Eukaryota: 2.1 BYA
FANCI,2,Eukaryota: 2.1 BYA
INO80C,2,Eukaryota: 2.1 BYA
NBN,2,Eukaryota: 2.1 BYA
SEC14L3,2,Eukaryota: 2.1 BYA
CCNB1IP1,2,Eukaryota: 2.1 BYA
HPCAL1,2,Eukaryota: 2.1 BYA
HEY1,2,Eukaryota: 2.1 BYA
MX1,2,Eukaryota: 2.1 BYA
PCBP2,2,Eukaryota: 2.1 BYA
RNF149,2,Eukaryota: 2.1 BYA
TWF2,2,Eukaryota: 2.1 BYA
TDP1,2,Eukaryota: 2.1 BYA
BIRC6,2,Eukaryota: 2.1 BYA
ELP4,2,Eukaryota: 2.1 BYA
ARHGEF7,2,Eukaryota: 2.1 BYA
CAPN1,2,Eukaryota: 2.1 BYA
CTSD,2,Eukaryota: 2.1 BYA
ERGIC1,2,Eukaryota: 2.1 BYA
UNKL,2,Eukaryota: 2.1 BYA
ZCCHC10,2,Eukaryota: 2.1 BYA
ALG3,2,Eukaryota: 2.1 BYA
ARL17B,2,Eukaryota: 2.1 BYA
CTSA,2,Eukaryota: 2.1 BYA
SLC25A3,2,Eukaryota: 2.1 BYA
USP36,2,Eukaryota: 2.1 BYA
VPS41,2,Eukaryota: 2.1 BYA
DHCR7,2,Eukaryota: 2.1 BYA
HNRNPH1,2,Eukaryota: 2.1 BYA
KHDRBS3,2,Eukaryota: 2.1 BYA
PLA2G4E,2,Eukaryota: 2.1 BYA
STN1,2,Eukaryota: 2.1 BYA
ACTN1,2,Eukaryota: 2.1 BYA
CYFIP2,2,Eukaryota: 2.1 BYA
PAQR3,2,Eukaryota: 2.1 BYA
DUS2,2,Eukaryota: 2.1 BYA
RPA1,2,Eukaryota: 2.1 BYA
RUBCN,2,Eukaryota: 2.1 BYA
TRIM31,2,Eukaryota: 2.1 BYA
NA,2,Eukaryota: 2.1 BYA
XRCC5,2,Eukaryota: 2.1 BYA
CAND1,2,Eukaryota: 2.1 BYA
HECW2,2,Eukaryota: 2.1 BYA
TMBIM1,2,Eukaryota: 2.1 BYA
ST3GAL3,2,Eukaryota: 2.1 BYA
NA,2,Eukaryota: 2.1 BYA
DOCK6,2,Eukaryota: 2.1 BYA
MYB,2,Eukaryota: 2.1 BYA
TMEM205,2,Eukaryota: 2.1 BYA
CERS5,2,Eukaryota: 2.1 BYA
CPNE1,2,Eukaryota: 2.1 BYA
PEX16,2,Eukaryota: 2.1 BYA
RANBP17,2,Eukaryota: 2.1 BYA
QARS1,2,Eukaryota: 2.1 BYA
TRRAP,2,Eukaryota: 2.1 BYA
CECR2,2,Eukaryota: 2.1 BYA
NECAP1,2,Eukaryota: 2.1 BYA
ST3GAL3,2,Eukaryota: 2.1 BYA
XPO1,2,Eukaryota: 2.1 BYA
YWHAB,2,Eukaryota: 2.1 BYA
AKT2,2,Eukaryota: 2.1 BYA
CAPSL,2,Eukaryota: 2.1 BYA
KPNA1,2,Eukaryota: 2.1 BYA
SLC25A32,2,Eukaryota: 2.1 BYA
ALG11,2,Eukaryota: 2.1 BYA
BRDT,2,Eukaryota: 2.1 BYA
CHMP1A,2,Eukaryota: 2.1 BYA
SHMT2,2,Eukaryota: 2.1 BYA
OCRL,2,Eukaryota: 2.1 BYA
PHRF1,2,Eukaryota: 2.1 BYA
PIGV,2,Eukaryota: 2.1 BYA
TTPAL,2,Eukaryota: 2.1 BYA
ARFGEF1,2,Eukaryota: 2.1 BYA
KPNA2,2,Eukaryota: 2.1 BYA
FN3KRP,2,Eukaryota: 2.1 BYA
LGMN,2,Eukaryota: 2.1 BYA
PLEKHA5,2,Eukaryota: 2.1 BYA
SLC25A25,2,Eukaryota: 2.1 BYA
TASP1,2,Eukaryota: 2.1 BYA
CDK8,2,Eukaryota: 2.1 BYA
CERT1,2,Eukaryota: 2.1 BYA
GOSR2,2,Eukaryota: 2.1 BYA
SCFD1,2,Eukaryota: 2.1 BYA
SP3,2,Eukaryota: 2.1 BYA
TAZ,2,Eukaryota: 2.1 BYA
XPO1,2,Eukaryota: 2.1 BYA
BACE1,2,Eukaryota: 2.1 BYA
DOCK9,2,Eukaryota: 2.1 BYA
HSF4,2,Eukaryota: 2.1 BYA
SAE1,2,Eukaryota: 2.1 BYA
TMEM222,2,Eukaryota: 2.1 BYA
WT1,2,Eukaryota: 2.1 BYA
QKI,2,Eukaryota: 2.1 BYA
SRRM1,2,Eukaryota: 2.1 BYA
AATF,2,Eukaryota: 2.1 BYA
PPP2R2A,2,Eukaryota: 2.1 BYA
ATL1,2,Eukaryota: 2.1 BYA
CNOT8,2,Eukaryota: 2.1 BYA
INF2,2,Eukaryota: 2.1 BYA
TUT4,2,Eukaryota: 2.1 BYA
VPS53,2,Eukaryota: 2.1 BYA
XIRP2,2,Eukaryota: 2.1 BYA
ACTR3,2,Eukaryota: 2.1 BYA
ENTPD5,2,Eukaryota: 2.1 BYA
EDC4,2,Eukaryota: 2.1 BYA
CYB561D1,2,Eukaryota: 2.1 BYA
AEBP2,2,Eukaryota: 2.1 BYA
FMNL2,2,Eukaryota: 2.1 BYA
MYH2,2,Eukaryota: 2.1 BYA
NDUFB9,2,Eukaryota: 2.1 BYA
MYO10,2,Eukaryota: 2.1 BYA
NUP93,2,Eukaryota: 2.1 BYA
PIGA,2,Eukaryota: 2.1 BYA
AP1G1,2,Eukaryota: 2.1 BYA
CCS,2,Eukaryota: 2.1 BYA
MINK1,2,Eukaryota: 2.1 BYA
NOVA1,2,Eukaryota: 2.1 BYA
COG8,2,Eukaryota: 2.1 BYA
NCAPD3,2,Eukaryota: 2.1 BYA
DOCK6,2,Eukaryota: 2.1 BYA
MCRS1,2,Eukaryota: 2.1 BYA
NAP1L1,2,Eukaryota: 2.1 BYA
NA,2,Eukaryota: 2.1 BYA
TTLL7,2,Eukaryota: 2.1 BYA
CUL4B,2,Eukaryota: 2.1 BYA
CPNE1,2,Eukaryota: 2.1 BYA
RBCK1,2,Eukaryota: 2.1 BYA
PGAP3,2,Eukaryota: 2.1 BYA
ANXA3,2,Eukaryota: 2.1 BYA
CNOT7,2,Eukaryota: 2.1 BYA
KAT5,2,Eukaryota: 2.1 BYA
PAX6,2,Eukaryota: 2.1 BYA
ZFP36L1,2,Eukaryota: 2.1 BYA
ATP8B4,2,Eukaryota: 2.1 BYA
COPS6,2,Eukaryota: 2.1 BYA
PPP4R3A,2,Eukaryota: 2.1 BYA
PPP2CB,2,Eukaryota: 2.1 BYA
TVP23C,2,Eukaryota: 2.1 BYA
UCHL5,2,Eukaryota: 2.1 BYA
VPS4B,2,Eukaryota: 2.1 BYA
GPAA1,2,Eukaryota: 2.1 BYA
INPP5K,2,Eukaryota: 2.1 BYA
MTOR,2,Eukaryota: 2.1 BYA
MYO1D,2,Eukaryota: 2.1 BYA
OPHN1,2,Eukaryota: 2.1 BYA
USP19,2,Eukaryota: 2.1 BYA
PPP2R2A,2,Eukaryota: 2.1 BYA
ALKBH6,2,Eukaryota: 2.1 BYA
ERCC8,2,Eukaryota: 2.1 BYA
MAPK3,2,Eukaryota: 2.1 BYA
OPA1,2,Eukaryota: 2.1 BYA
PITPNA,2,Eukaryota: 2.1 BYA
RAF1,2,Eukaryota: 2.1 BYA
FIP1L1,2,Eukaryota: 2.1 BYA
GNAO1,2,Eukaryota: 2.1 BYA
KMT2C,2,Eukaryota: 2.1 BYA
RABL3,2,Eukaryota: 2.1 BYA
EIF4G3,2,Eukaryota: 2.1 BYA
INF2,2,Eukaryota: 2.1 BYA
MYO5A,2,Eukaryota: 2.1 BYA
RAD21L1,2,Eukaryota: 2.1 BYA
GTF2F1,2,Eukaryota: 2.1 BYA
BRF1,2,Eukaryota: 2.1 BYA
ABCC8,2,Eukaryota: 2.1 BYA
INTS4,2,Eukaryota: 2.1 BYA
ZMYND11,2,Eukaryota: 2.1 BYA
ACTN1,2,Eukaryota: 2.1 BYA
AMMECR1L,2,Eukaryota: 2.1 BYA
CSNK2A1,2,Eukaryota: 2.1 BYA
KIF22,2,Eukaryota: 2.1 BYA
LRPPRC,2,Eukaryota: 2.1 BYA
ZEB2,2,Eukaryota: 2.1 BYA
FIP1L1,2,Eukaryota: 2.1 BYA
MICALL1,2,Eukaryota: 2.1 BYA
GINS1,2,Eukaryota: 2.1 BYA
RACK1,2,Eukaryota: 2.1 BYA
SMARCA2,2,Eukaryota: 2.1 BYA
USP28,2,Eukaryota: 2.1 BYA
PRSS16,2,Eukaryota: 2.1 BYA
ZC3H14,2,Eukaryota: 2.1 BYA
AIP,2,Eukaryota: 2.1 BYA
CREBBP,2,Eukaryota: 2.1 BYA
MLH1,2,Eukaryota: 2.1 BYA
MYO1C,2,Eukaryota: 2.1 BYA
RPS7,2,Eukaryota: 2.1 BYA
USP19,2,Eukaryota: 2.1 BYA
PPP2R5B,2,Eukaryota: 2.1 BYA
DCAF8,2,Eukaryota: 2.1 BYA
SLC25A19,2,Eukaryota: 2.1 BYA
BOP1,2,Eukaryota: 2.1 BYA
CTDP1,2,Eukaryota: 2.1 BYA
ISG15,2,Eukaryota: 2.1 BYA
LANCL1,2,Eukaryota: 2.1 BYA
LRPPRC,2,Eukaryota: 2.1 BYA
LARP7,2,Eukaryota: 2.1 BYA
NGDN,2,Eukaryota: 2.1 BYA
SETD2,2,Eukaryota: 2.1 BYA
SGK3,2,Eukaryota: 2.1 BYA
TOM1,2,Eukaryota: 2.1 BYA
ALG13,2,Eukaryota: 2.1 BYA
KIF5C,2,Eukaryota: 2.1 BYA
KIF9,2,Eukaryota: 2.1 BYA
NOL10,2,Eukaryota: 2.1 BYA
PCYOX1,2,Eukaryota: 2.1 BYA
ARHGAP1,2,Eukaryota: 2.1 BYA
TAF8,2,Eukaryota: 2.1 BYA
TTC3,2,Eukaryota: 2.1 BYA
NCALD,2,Eukaryota: 2.1 BYA
SLC25A36,2,Eukaryota: 2.1 BYA
TRIM59,2,Eukaryota: 2.1 BYA
GPR108,2,Eukaryota: 2.1 BYA
AATF,2,Eukaryota: 2.1 BYA
DMD,2,Eukaryota: 2.1 BYA
TM7SF2,2,Eukaryota: 2.1 BYA
HNRNPK,2,Eukaryota: 2.1 BYA
TMBIM1,2,Eukaryota: 2.1 BYA
LSG1,2,Eukaryota: 2.1 BYA
IK,2,Eukaryota: 2.1 BYA
TUBB8,2,Eukaryota: 2.1 BYA
UNC13A,2,Eukaryota: 2.1 BYA
CFAP298-TCP10L,2,Eukaryota: 2.1 BYA
STUB1,2,Eukaryota: 2.1 BYA
NT5C3B,2,Eukaryota: 2.1 BYA
CCNC,2,Eukaryota: 2.1 BYA
DDHD1,2,Eukaryota: 2.1 BYA
FIP1L1,2,Eukaryota: 2.1 BYA
GRK6,2,Eukaryota: 2.1 BYA
GSK3B,2,Eukaryota: 2.1 BYA
PRKCD,2,Eukaryota: 2.1 BYA
MYO1F,2,Eukaryota: 2.1 BYA
MND1,2,Eukaryota: 2.1 BYA
PALD1,2,Eukaryota: 2.1 BYA
PHF8,2,Eukaryota: 2.1 BYA
VPS45,2,Eukaryota: 2.1 BYA
ASCC1,2,Eukaryota: 2.1 BYA
DONSON,2,Eukaryota: 2.1 BYA
GRIK2,2,Eukaryota: 2.1 BYA
SNRPD2,2,Eukaryota: 2.1 BYA
UBR5,2,Eukaryota: 2.1 BYA
TOP1MT,2,Eukaryota: 2.1 BYA
GBF1,2,Eukaryota: 2.1 BYA
AP3B1,2,Eukaryota: 2.1 BYA
EP300,2,Eukaryota: 2.1 BYA
FAM50A,2,Eukaryota: 2.1 BYA
KDM5B,2,Eukaryota: 2.1 BYA
KIF23,2,Eukaryota: 2.1 BYA
PLAGL1,2,Eukaryota: 2.1 BYA
EXOSC9,2,Eukaryota: 2.1 BYA
SEC31A,2,Eukaryota: 2.1 BYA
AKT2,2,Eukaryota: 2.1 BYA
SLC25A10,2,Eukaryota: 2.1 BYA
HNRNPLL,2,Eukaryota: 2.1 BYA
RNF167,2,Eukaryota: 2.1 BYA
SNRPA,2,Eukaryota: 2.1 BYA
SNW1,2,Eukaryota: 2.1 BYA
FDFT1,2,Eukaryota: 2.1 BYA
FIG4,2,Eukaryota: 2.1 BYA
PTPA,2,Eukaryota: 2.1 BYA
VPS53,2,Eukaryota: 2.1 BYA
WAC,2,Eukaryota: 2.1 BYA
BPI,2,Eukaryota: 2.1 BYA
EPN2,2,Eukaryota: 2.1 BYA
EMC10,2,Eukaryota: 2.1 BYA
HEBP1,2,Eukaryota: 2.1 BYA
STXBP2,2,Eukaryota: 2.1 BYA
CUL2,2,Eukaryota: 2.1 BYA
DYSF,2,Eukaryota: 2.1 BYA
KIF1B,2,Eukaryota: 2.1 BYA
IVNS1ABP,2,Eukaryota: 2.1 BYA
SENP3,2,Eukaryota: 2.1 BYA
YPEL3,2,Eukaryota: 2.1 BYA
CYP2A6,2,Eukaryota: 2.1 BYA
DCP1A,2,Eukaryota: 2.1 BYA
FHOD3,2,Eukaryota: 2.1 BYA
IKZF1,2,Eukaryota: 2.1 BYA
PLCZ1,2,Eukaryota: 2.1 BYA
SRGAP2,2,Eukaryota: 2.1 BYA
NA,2,Eukaryota: 2.1 BYA
CNOT3,2,Eukaryota: 2.1 BYA
NOC4L,2,Eukaryota: 2.1 BYA
PDE12,2,Eukaryota: 2.1 BYA
PTPN23,2,Eukaryota: 2.1 BYA
UNC13B,2,Eukaryota: 2.1 BYA
VPS53,2,Eukaryota: 2.1 BYA
AQR,2,Eukaryota: 2.1 BYA
TM7SF2,2,Eukaryota: 2.1 BYA
MINDY3,2,Eukaryota: 2.1 BYA
ARPC3,2,Eukaryota: 2.1 BYA
ETNK1,2,Eukaryota: 2.1 BYA
KAT6B,2,Eukaryota: 2.1 BYA
TMEM259,2,Eukaryota: 2.1 BYA
RANBP17,2,Eukaryota: 2.1 BYA
SPTBN1,2,Eukaryota: 2.1 BYA
CTNNB1,2,Eukaryota: 2.1 BYA
IFRD1,2,Eukaryota: 2.1 BYA
LSM5,2,Eukaryota: 2.1 BYA
TAF15,2,Eukaryota: 2.1 BYA
RNASEH2B,2,Eukaryota: 2.1 BYA
ALG8,2,Eukaryota: 2.1 BYA
DOCK10,2,Eukaryota: 2.1 BYA
ELOB,2,Eukaryota: 2.1 BYA
ERLEC1,2,Eukaryota: 2.1 BYA
MOGS,2,Eukaryota: 2.1 BYA
SBF2,2,Eukaryota: 2.1 BYA
NUP214,2,Eukaryota: 2.1 BYA
USP13,2,Eukaryota: 2.1 BYA
ZMYND11,2,Eukaryota: 2.1 BYA
AHSA1,2,Eukaryota: 2.1 BYA
AP1M2,2,Eukaryota: 2.1 BYA
MEIS3,2,Eukaryota: 2.1 BYA
PUS1,2,Eukaryota: 2.1 BYA
EHD1,2,Eukaryota: 2.1 BYA
TADA2A,2,Eukaryota: 2.1 BYA
TBCD,2,Eukaryota: 2.1 BYA
VPS13B,2,Eukaryota: 2.1 BYA
PRMT5,2,Eukaryota: 2.1 BYA
STXBP1,2,Eukaryota: 2.1 BYA
ZNF517,2,Eukaryota: 2.1 BYA
DERL2,2,Eukaryota: 2.1 BYA
PHETA1,2,Eukaryota: 2.1 BYA
VPS16,2,Eukaryota: 2.1 BYA
KDM5A,2,Eukaryota: 2.1 BYA
MYO1C,2,Eukaryota: 2.1 BYA
PHRF1,2,Eukaryota: 2.1 BYA
PINX1,2,Eukaryota: 2.1 BYA
ARHGAP21,2,Eukaryota: 2.1 BYA
SMARCA2,2,Eukaryota: 2.1 BYA
USP33,2,Eukaryota: 2.1 BYA
TTC9C,2,Eukaryota: 2.1 BYA
ZNF236,2,Eukaryota: 2.1 BYA
ANO6,2,Eukaryota: 2.1 BYA
ARID3A,2,Eukaryota: 2.1 BYA
MAEA,2,Eukaryota: 2.1 BYA
RAB30,2,Eukaryota: 2.1 BYA
GNPTG,2,Eukaryota: 2.1 BYA
HPCAL1,2,Eukaryota: 2.1 BYA
EIF4G1,2,Eukaryota: 2.1 BYA
KCTD21,2,Eukaryota: 2.1 BYA
LCAT,2,Eukaryota: 2.1 BYA
REPIN1,2,Eukaryota: 2.1 BYA
CTNNBL1,2,Eukaryota: 2.1 BYA
DST,2,Eukaryota: 2.1 BYA
PLEK2,2,Eukaryota: 2.1 BYA
REEP5,2,Eukaryota: 2.1 BYA
NA,2,Eukaryota: 2.1 BYA
QARS1,2,Eukaryota: 2.1 BYA
UNC13A,2,Eukaryota: 2.1 BYA
BRPF3,2,Eukaryota: 2.1 BYA
CLTCL1,2,Eukaryota: 2.1 BYA
RNF182,2,Eukaryota: 2.1 BYA
TCEANC,2,Eukaryota: 2.1 BYA
ARFGAP2,2,Eukaryota: 2.1 BYA
ARFGAP2,2,Eukaryota: 2.1 BYA
PRMT5,2,Eukaryota: 2.1 BYA
EIF3H,2,Eukaryota: 2.1 BYA
KPNA3,2,Eukaryota: 2.1 BYA
APEH,2,Eukaryota: 2.1 BYA
ATG4D,2,Eukaryota: 2.1 BYA
COG4,2,Eukaryota: 2.1 BYA
NA,2,Eukaryota: 2.1 BYA
CSNK2A2,2,Eukaryota: 2.1 BYA
CTDSP2,2,Eukaryota: 2.1 BYA
FAM200A,2,Eukaryota: 2.1 BYA
KDM5B,2,Eukaryota: 2.1 BYA
USP18,2,Eukaryota: 2.1 BYA
NA,2,Eukaryota: 2.1 BYA
SNF8,2,Eukaryota: 2.1 BYA
ZDHHC18,2,Eukaryota: 2.1 BYA
AATF,2,Eukaryota: 2.1 BYA
SNAP91,2,Eukaryota: 2.1 BYA
BIRC2,2,Eukaryota: 2.1 BYA
CAMTA1,2,Eukaryota: 2.1 BYA
DDHD2,2,Eukaryota: 2.1 BYA
NDUFA5,2,Eukaryota: 2.1 BYA
PRIMPOL,2,Eukaryota: 2.1 BYA
USP36,2,Eukaryota: 2.1 BYA
ATG4D,2,Eukaryota: 2.1 BYA
COG8,2,Eukaryota: 2.1 BYA
CYTH2,2,Eukaryota: 2.1 BYA
DHCR7,2,Eukaryota: 2.1 BYA
ERP27,2,Eukaryota: 2.1 BYA
LIPJ,2,Eukaryota: 2.1 BYA
PFAS,2,Eukaryota: 2.1 BYA
KMT2B,2,Eukaryota: 2.1 BYA
STARD7,2,Eukaryota: 2.1 BYA
TUBA1B,2,Eukaryota: 2.1 BYA
ZC3H11A,2,Eukaryota: 2.1 BYA
GOSR2,2,Eukaryota: 2.1 BYA
CLNS1A,2,Eukaryota: 2.1 BYA
KATNAL1,2,Eukaryota: 2.1 BYA
NDUFA9,2,Eukaryota: 2.1 BYA
PTBP1,2,Eukaryota: 2.1 BYA
USP32,2,Eukaryota: 2.1 BYA
ATXN2L,2,Eukaryota: 2.1 BYA
AP3M2,2,Eukaryota: 2.1 BYA
BTK,2,Eukaryota: 2.1 BYA
PSMC5,2,Eukaryota: 2.1 BYA
SNRPA,2,Eukaryota: 2.1 BYA
SYNJ1,2,Eukaryota: 2.1 BYA
ALG1,2,Eukaryota: 2.1 BYA
IQSEC2,2,Eukaryota: 2.1 BYA
PDCL3,2,Eukaryota: 2.1 BYA
TRIM22,2,Eukaryota: 2.1 BYA
DENND5B,2,Eukaryota: 2.1 BYA
GPATCH8,2,Eukaryota: 2.1 BYA
MPPE1,2,Eukaryota: 2.1 BYA
NUP62CL,2,Eukaryota: 2.1 BYA
